transaction_id,reason_code,merchant_category,user_account_age_days,prior_chargeback_count,transaction_amount,metadata_match,vlm_contradiction_found,historical_win
pay_57d4bc0b26c148,damaged,apparel,1155,1,3410.83,True,False,0
pay_d9eac0c97f6a40,fraud,digital_services,104,0,2121.75,True,False,0
pay_ac173705fc8044,not_received,electronics,572,0,18180.04,True,False,0
pay_28b4eebaa1a349,not_received,apparel,1396,0,3185.26,True,False,0
pay_ae0614ed2c1646,fraud,digital_services,73,0,2218.81,True,False,0
pay_3f23568ae4d848,fraud,electronics,1320,0,33232.47,False,False,0
pay_3d15917cdc5449,fraud,apparel,4,4,4586.54,False,True,1
pay_35d84546daad43,fraud,apparel,11,3,4253.67,False,True,1
pay_f49d00049b0840,damaged,electronics,219,0,16938.56,True,False,0
pay_298c4830a81948,damaged,apparel,1063,2,3489.13,True,False,0
pay_3c9e8f673bec4e,not_received,electronics,1491,0,30099.35,True,False,0
pay_4832515edc214d,damaged,apparel,955,0,3599.99,True,False,0
pay_59e44cf488c04c,damaged,electronics,172,0,16197.03,False,False,0
pay_b91b49366ea143,fraud,electronics,612,0,20387.74,True,False,0
pay_f4c8128d9f2a4c,damaged,apparel,9,4,4268.17,False,True,1
pay_f4874ff66ccd43,not_received,electronics,484,0,29629.77,True,False,0
pay_ea638b11e06e42,damaged,electronics,841,1,22040.5,True,False,0
pay_36eb7ca80bbf47,damaged,digital_services,6,6,3312.05,False,True,1
pay_78989710c1b746,fraud,digital_services,1289,1,2865.77,True,True,1
pay_a8b113c5555644,fraud,digital_services,717,0,2161.79,True,False,0
pay_214f94b941aa44,fraud,apparel,355,0,3192.7,False,False,0
pay_ad0416336db64f,not_received,digital_services,568,0,100.0,True,False,0
pay_8db26a2c18be4c,damaged,digital_services,1177,0,4072.76,True,False,0
pay_4108a7b9059647,damaged,apparel,335,0,3452.4,True,False,0
pay_2f77861f84db4a,fraud,electronics,966,0,21119.0,True,False,0
pay_31c3d664bd4245,not_received,electronics,1196,0,16299.18,True,False,0
pay_720a5b9aab1449,not_received,apparel,749,0,4009.49,True,False,0
pay_a938b7ea21864c,fraud,digital_services,2,5,3388.31,False,True,0
pay_cfa67a1ea96447,fraud,apparel,978,0,4361.36,True,False,0
pay_6dabb0d1077641,fraud,apparel,566,0,3495.82,False,False,0
pay_6b4d3d7c41cb48,damaged,electronics,8,6,24493.6,False,True,1
pay_fa3afe0f96f440,fraud,electronics,851,0,15722.69,False,False,0
pay_b128776efdf549,not_received,apparel,657,0,2532.57,True,False,0
pay_d0e02ad521f246,not_received,digital_services,2,2,3148.38,False,False,0
pay_4498262523a44c,fraud,electronics,394,0,23387.21,False,False,0
pay_3dda135c56cb41,damaged,digital_services,354,0,1564.52,True,False,0
pay_f59176b7fcea4e,damaged,electronics,962,1,26485.41,True,False,0
pay_d4bb8616165f4c,fraud,apparel,378,0,3605.93,True,False,0
pay_9e4f763bfead41,not_received,apparel,1117,0,2030.88,False,False,0
pay_554911a885c544,fraud,digital_services,1310,0,3654.47,True,False,0
pay_cbd58f53f74f41,fraud,electronics,99,1,25303.87,True,False,0
pay_d1c844c54b144f,fraud,electronics,1392,0,28400.89,True,False,0
pay_3ff10c48a0b941,not_received,electronics,793,0,34274.02,True,False,0
pay_cbc191c92a3649,not_received,digital_services,1349,2,2578.5,True,False,0
pay_06e8fa7b7e5543,fraud,electronics,547,0,19889.04,True,False,0
pay_f645af894fa04f,fraud,electronics,13,3,23363.1,False,True,1
pay_978aa507095041,damaged,apparel,6,2,2794.46,False,True,0
pay_42658119b4794b,fraud,apparel,1300,0,2091.76,True,False,0
pay_b6d279e145404f,fraud,digital_services,134,0,4007.72,True,True,1
pay_a4bbc93047cc43,not_received,digital_services,229,0,4677.86,True,False,0
pay_76cd1ff2e2bb46,damaged,apparel,3,6,884.58,False,True,1
pay_40f9dade13f242,fraud,digital_services,475,0,2832.08,True,False,0
pay_a4662f55c9734b,not_received,apparel,2,4,2208.59,True,False,0
pay_696ceac96d0548,not_received,electronics,422,0,29147.22,False,False,0
pay_ce0fbac4329c44,fraud,digital_services,455,0,2933.59,True,False,0
pay_79e80dd3282a45,not_received,apparel,8,5,2907.76,False,True,0
pay_990d76ee197d4f,fraud,apparel,741,0,1812.93,False,True,1
pay_cd3b81fd50cd45,not_received,apparel,1002,0,3717.93,True,False,0
pay_b7aaab6f861d4f,not_received,apparel,768,0,3505.15,True,False,0
pay_3acd74c9cfe346,not_received,electronics,7,2,29258.88,False,True,0
pay_109a2435b4c044,fraud,apparel,1255,0,4121.32,True,False,0
pay_2f5f7a2e8f2948,damaged,digital_services,664,0,3997.41,True,False,0
pay_177e18566bec44,fraud,apparel,483,0,1970.13,True,False,0
pay_0d9204bc28c44c,fraud,electronics,1338,0,34644.74,True,False,0
pay_6783e679bc3d4a,fraud,digital_services,323,0,3591.92,True,False,0
pay_87b766b020d24b,not_received,electronics,34,0,15122.81,True,True,1
pay_23afa2a0fe5d48,not_received,electronics,292,0,32103.86,True,False,0
pay_37c521cae0164c,fraud,electronics,1080,0,27690.53,True,False,0
pay_956e5443176b40,not_received,electronics,13,2,14346.62,False,True,0
pay_4276637a701045,fraud,apparel,378,0,2055.58,False,False,0
pay_721e34f5bc7e41,not_received,apparel,297,0,100.0,True,False,0
pay_e708801dbdd844,fraud,digital_services,472,0,3068.47,True,True,1
pay_ff3922dc472c43,not_received,digital_services,855,0,5309.93,True,False,0
pay_c072a75cc7854c,fraud,digital_services,323,2,2657.96,True,False,0
pay_047541cc8c1c4d,damaged,apparel,830,0,3367.56,False,False,0
pay_b077e950bc914e,fraud,apparel,960,0,2448.17,True,False,0
pay_166ddad8d0dc40,fraud,digital_services,1236,0,3073.65,True,False,0
pay_df1478c970b547,fraud,apparel,1112,0,4192.06,True,False,0
pay_d2ab21d206eb4f,damaged,apparel,918,0,2572.39,True,False,0
pay_b40936f3099443,damaged,apparel,3,6,3027.74,False,True,1
pay_f9668c65101a4c,fraud,electronics,9,2,23874.8,False,True,0
pay_2b6e5c5b18ec4f,not_received,apparel,1236,0,4164.03,False,False,0
pay_c8e0dbb323b342,damaged,apparel,892,1,2952.0,True,False,0
pay_d20cd41db88f4c,not_received,apparel,1289,0,2715.15,True,False,0
pay_310e12ae60b84f,not_received,electronics,71,0,19558.22,True,False,0
pay_3200423f54cf42,fraud,apparel,1462,1,3178.21,False,False,0
pay_750fcfb6891742,fraud,digital_services,1429,0,1365.54,True,True,1
pay_e6e71d4c447e42,damaged,digital_services,799,0,4340.19,True,False,0
pay_ba4d6250d81947,damaged,electronics,70,0,26985.54,True,False,0
pay_b6afa6ff02434e,not_received,electronics,969,0,21006.27,True,False,0
pay_8cccf2738a9d4e,fraud,apparel,1359,0,5052.22,True,False,0
pay_116b797b42ed4e,fraud,apparel,11,6,3554.66,False,True,1
pay_79d77061aed34c,not_received,electronics,8,2,31703.41,False,True,0
pay_56c7ee256de943,damaged,electronics,1143,0,21051.13,True,False,0
pay_b9daf9399a0549,damaged,digital_services,1093,0,4519.83,True,False,0
pay_b2bde2904ae04c,not_received,apparel,1113,0,3564.73,True,True,1
pay_621b45acbc1444,not_received,apparel,1,5,1572.6,False,True,1
pay_70fbd6b9145f41,fraud,apparel,635,0,2691.95,True,False,0
pay_29364771d11a4c,fraud,apparel,9,5,4289.83,False,False,0
pay_d03c461b9e6c4e,damaged,electronics,1170,0,28276.92,True,False,0
pay_aa960e93b3044a,not_received,apparel,1119,0,4691.64,True,False,0
pay_ae10b893cfdd4e,fraud,electronics,1,5,25946.37,False,True,0
pay_a3e68ea0fc2e46,fraud,apparel,426,0,4036.81,True,False,0
pay_382ee362f1c240,not_received,electronics,125,1,37119.09,True,False,0
pay_7c3283d65a1c41,fraud,apparel,1418,0,1507.37,False,False,0
pay_2c837c9cc35c4a,fraud,apparel,644,0,2617.5,True,False,0
pay_1269e68902a145,not_received,electronics,519,0,27885.86,True,False,0
pay_78c5aea891b044,not_received,electronics,12,6,25553.27,False,True,1
pay_f7a24f9aeefe46,not_received,electronics,620,0,28537.04,False,False,0
pay_a16b62459b0546,fraud,apparel,790,0,1998.05,False,False,0
pay_71c2ca95d3c44e,not_received,electronics,391,0,27992.21,True,False,0
pay_4cdceb2bb9d34a,fraud,electronics,998,0,25999.19,True,False,0
pay_112d21f0feaf4f,fraud,apparel,4,2,3283.84,False,True,0
pay_953799bec93f41,not_received,apparel,103,0,955.67,True,False,0
pay_83fc6d33470946,not_received,electronics,6,3,14710.83,False,False,0
pay_3b4fa5fce0c24d,damaged,apparel,1147,0,1785.28,True,False,0
pay_bc5e2303d2c243,not_received,digital_services,798,1,3215.97,True,False,0
pay_1944e1d07e5949,not_received,digital_services,1000,0,100.0,True,False,0
pay_52226349a9e24e,fraud,electronics,447,0,25822.17,True,False,0
pay_1cd0b28a278c4a,fraud,digital_services,997,0,3251.88,True,False,0
pay_bded849672f240,fraud,apparel,931,0,2479.64,True,False,0
pay_3655f97468ca4e,fraud,digital_services,1470,0,3331.41,True,False,0
pay_01935c9f67fa45,damaged,apparel,11,5,2716.16,False,True,1
pay_f61807f8365448,fraud,apparel,1144,0,3183.35,True,False,0
pay_e9d967c5f57e4e,damaged,apparel,10,6,3520.7,False,True,1
pay_cf9b6aa5e5f34e,not_received,apparel,208,0,3445.77,True,False,0
pay_a03fe12d9f5340,not_received,apparel,1462,0,3768.07,True,False,0
pay_7436a24ca1294a,not_received,electronics,1,6,27650.87,False,True,1
pay_85828321ee4241,not_received,electronics,751,0,21005.27,True,False,0
pay_b5afdd3cca534b,not_received,apparel,544,0,3939.85,True,False,0
pay_055feec9aa5a41,fraud,digital_services,1262,0,2365.27,False,False,0
pay_e5d3b36930e442,not_received,apparel,140,0,2523.82,True,False,0
pay_0ca72a7d55454f,fraud,apparel,11,5,2052.9,False,True,0
pay_37c778cf2cd74c,fraud,apparel,467,0,1930.48,False,False,0
pay_1b7fb423e6c340,not_received,electronics,172,0,35430.23,True,False,0
pay_cb02430cbb6e42,fraud,electronics,3,4,16439.73,False,True,0
pay_e8d50eb1549a44,damaged,apparel,977,0,2474.23,True,False,0
pay_f12994ef78404c,damaged,digital_services,133,0,4594.47,True,False,0
pay_f79672089c4e46,damaged,electronics,1483,0,23779.66,True,False,0
pay_08ae66fa375343,fraud,apparel,1025,0,3526.54,True,False,0
pay_08a2485d32684a,fraud,electronics,1171,0,22542.11,True,False,0
pay_a5d8d032de504b,damaged,electronics,351,0,24692.58,True,False,0
pay_1cd8e377dd384a,not_received,electronics,544,0,27425.32,True,False,0
pay_441a99be4ef74f,damaged,apparel,1295,0,3085.47,False,False,0
pay_6014546299d647,damaged,electronics,1211,0,20828.75,True,False,0
pay_a5f6d4386ad549,damaged,electronics,13,5,21401.81,False,True,1
pay_f03550f1c7f141,fraud,apparel,998,1,2783.61,True,False,0
pay_dc789569458345,fraud,digital_services,745,0,3381.17,True,False,0
pay_f21f3977b72244,damaged,electronics,1450,0,28380.71,True,False,1
pay_dce7697dc98f41,fraud,apparel,224,0,3043.65,True,False,0
pay_6727a8a7461f46,fraud,electronics,696,0,20468.69,True,False,0
pay_083ef8c3c49643,not_received,digital_services,447,2,4490.75,True,False,0
pay_c42d01a9445543,damaged,apparel,1489,0,1621.35,True,False,0
pay_3b4a858e2ecd42,not_received,digital_services,1,3,1374.42,False,False,0
pay_eb0670cc69f045,not_received,electronics,489,0,40645.5,True,False,0
pay_d6ea7b4e9a644c,fraud,apparel,4,2,3762.09,False,True,0
pay_e213a1742a9249,not_received,apparel,1124,0,1263.31,True,False,0
pay_5d03eaec3f874d,damaged,electronics,539,0,25530.98,True,False,0
pay_c66f05f5963a41,fraud,electronics,109,0,26060.73,True,False,0
pay_e2e52d0b37904c,not_received,apparel,1108,0,1824.67,True,False,0
pay_4541752947a549,damaged,apparel,569,0,4151.26,False,False,0
pay_7a3dd363b5f94d,not_received,electronics,198,0,28174.81,True,False,0
pay_db30864b8bdf42,not_received,apparel,11,5,2834.65,True,True,1
pay_e210141cc1af42,not_received,electronics,975,0,20093.35,True,False,0
pay_40cf75d9f9f447,fraud,electronics,1116,0,26402.51,True,False,0
pay_bdbe7f8c814e49,fraud,apparel,346,0,3184.27,True,False,0
pay_35ffecb5963d49,damaged,electronics,2,6,25249.54,False,False,0
pay_bdb7bd8031e840,damaged,apparel,276,0,3771.73,True,False,0
pay_5ce85761a4a649,damaged,electronics,986,0,30677.12,True,False,0
pay_52d1dbf2a62e40,damaged,apparel,1340,0,1943.58,True,False,0
pay_de6e8cbf4f044a,not_received,apparel,1436,0,1084.52,True,False,0
pay_8d480d5d2b854c,not_received,digital_services,1452,0,2873.01,True,False,0
pay_393700dcf6e34f,not_received,electronics,313,0,21362.27,True,False,0
pay_f697fcfc11bb49,not_received,apparel,201,0,3304.84,False,False,0
pay_dd993709e18843,not_received,electronics,684,0,16945.95,True,False,0
pay_1a65b48736584b,not_received,apparel,750,0,2735.1,True,False,0
pay_ed0f5de0140740,damaged,apparel,1077,0,1658.72,True,False,0
pay_312cd6336be24b,fraud,electronics,874,0,23598.99,True,False,0
pay_003c81f4c7b34e,fraud,apparel,71,0,2350.04,True,False,0
pay_3e5bdaa006664f,fraud,electronics,988,0,22618.74,True,False,0
pay_f6d91667fac145,not_received,electronics,178,0,28273.26,True,False,0
pay_1172232a817e44,fraud,electronics,694,2,26396.09,True,False,0
pay_b6a00cfd498c40,not_received,apparel,304,0,3215.08,True,False,0
pay_35c1c20d7af041,not_received,apparel,141,0,3729.72,True,False,0
pay_d7af530f73a743,fraud,electronics,288,0,18384.87,True,False,0
pay_72dc8108b5854f,not_received,apparel,1483,0,4007.66,True,True,1
pay_c18e0be834c644,fraud,electronics,50,0,25395.08,False,False,0
pay_3d3a7d2079a143,fraud,electronics,1310,0,29392.75,True,False,0
pay_10350a80813847,damaged,apparel,1050,0,3514.3,True,False,0
pay_59941204ea8a40,fraud,apparel,1174,0,2582.82,True,False,0
pay_811bebd6771c45,fraud,electronics,1231,0,9246.97,True,False,0
pay_8cc03c8dc9f240,not_received,electronics,1468,0,38970.34,True,False,0
pay_75edc3b504cb4e,not_received,digital_services,548,0,3499.68,True,False,0
pay_540670f86d9846,fraud,electronics,701,0,16533.8,True,False,0
pay_1527ca41a32c43,not_received,electronics,1096,0,21391.62,False,False,0
pay_eaa8e6d4fdd343,fraud,apparel,1153,0,3755.1,False,False,0
pay_a99244d7b60148,fraud,apparel,13,2,2528.44,False,True,1
pay_152cc5ba778146,not_received,apparel,1246,0,4346.14,True,False,0
pay_3c78857915614f,not_received,digital_services,1428,0,2290.23,True,False,0
pay_1b0061d435df4f,not_received,electronics,996,0,20164.09,False,False,0
pay_75cddb7ad10241,not_received,apparel,8,3,2728.13,False,True,1
pay_487fe45ca52f4e,damaged,electronics,504,0,33164.92,True,False,0
pay_183240049f5643,not_received,apparel,376,0,2813.91,True,False,0
pay_964568a3ec6a4c,fraud,digital_services,90,0,1530.93,False,False,0
pay_db9b1d23802940,not_received,apparel,1393,0,1972.29,True,False,0
pay_a292e355abc649,fraud,apparel,590,2,3052.85,True,True,1
pay_d6f33de229ba42,not_received,digital_services,1203,0,3172.69,True,False,0
pay_30dca583fe9b4c,fraud,electronics,573,0,23496.29,True,False,0
pay_3305c8177b6146,fraud,apparel,884,0,1623.47,True,False,0
pay_daa015769c0540,damaged,digital_services,94,0,3470.57,True,False,0
pay_5ec6213793ca4a,damaged,apparel,7,6,2023.3,False,False,0
pay_f1495470dd5b44,not_received,electronics,1387,0,21460.74,True,False,0
pay_4b110f28734647,not_received,electronics,7,4,27897.15,False,True,1
pay_c4a94d9174da45,fraud,electronics,1,5,28993.32,False,True,1
pay_6041874bf31246,fraud,electronics,1446,0,19559.37,True,False,0
pay_3c5fbd1fdf2340,fraud,apparel,7,5,1297.01,False,True,1
pay_bcc2a76a21504f,not_received,electronics,13,3,32347.43,False,True,1
pay_7f7b407cd9c047,not_received,electronics,1035,0,27912.82,False,False,0
pay_9a8e45afc7cd41,not_received,apparel,12,6,3116.49,False,True,1
pay_44581dc8e2364f,fraud,apparel,2,6,2214.04,False,True,1
pay_b0ac897b77b441,damaged,apparel,656,0,1875.68,False,False,0
pay_c564881fbca442,not_received,apparel,252,1,2154.95,False,False,0
pay_d3e2ed7c29e349,not_received,electronics,8,2,27797.96,False,True,0
pay_10b1942d0eab46,not_received,electronics,1067,1,33018.29,True,False,0
pay_d6faa504666d4c,not_received,electronics,10,3,20034.74,False,True,1
pay_d33baf2edbeb44,fraud,apparel,1051,0,2745.85,False,False,0
pay_11135fab9fc64c,fraud,electronics,252,0,22513.28,True,False,0
pay_4478a9eac80946,not_received,apparel,1347,0,3034.79,True,False,0
pay_1044a6ac05a54d,fraud,electronics,1261,1,18374.54,False,False,0
pay_da583b74677e4c,fraud,digital_services,1189,0,1774.61,True,False,0
pay_abffba132b4347,fraud,apparel,1,2,3355.48,False,False,0
pay_42696d837bdf44,fraud,apparel,709,0,1447.03,False,True,1
pay_56d1ed9b00f54c,damaged,apparel,43,0,3095.47,True,False,0
pay_260dfaf610a742,not_received,apparel,222,0,2152.25,False,False,0
pay_a8d717b6348049,not_received,apparel,499,0,4003.71,True,False,0
pay_0f5abf4ce74c42,fraud,digital_services,522,0,3140.19,True,False,0
pay_f729f2339ff048,not_received,apparel,953,0,5018.21,False,False,0
pay_49c7385a8bef4d,not_received,digital_services,1130,0,1857.33,False,False,0
pay_06e8d33779034b,fraud,electronics,13,4,24237.99,False,True,1
pay_f6c22609e0a84f,not_received,digital_services,208,2,2407.69,True,False,0
pay_6dbce6d2992f42,fraud,electronics,676,1,29025.07,False,False,0
pay_2c5015fb9e1a4f,not_received,electronics,2,6,26405.49,False,True,1
pay_f21be73a49e844,not_received,apparel,120,0,2706.66,True,False,0
pay_6c298b96829243,fraud,electronics,6,4,25228.14,True,True,1
pay_346d652be65948,fraud,electronics,395,0,28050.38,True,False,0
pay_c9749441204c47,not_received,electronics,8,2,24939.66,False,True,0
pay_2525b804993a44,not_received,apparel,221,0,3228.87,True,False,0
pay_e00715c8882548,damaged,digital_services,11,6,1768.66,False,True,1
pay_40cf059d1bb24b,not_received,apparel,13,6,1909.91,False,False,0
pay_7a99eb33e98d4a,fraud,digital_services,1041,1,1754.69,True,False,0
pay_b33331ea37de41,fraud,apparel,377,0,3885.56,True,False,0
pay_4d2b035f6f8a48,not_received,electronics,1015,0,32618.06,False,False,0
pay_8707598d8da940,fraud,electronics,348,0,28339.61,False,False,0
pay_56e5689b200e41,not_received,apparel,480,0,3199.62,True,False,0
pay_e53f3653a7764a,damaged,electronics,9,5,22757.55,False,False,0
pay_455d4aa0b5664b,not_received,electronics,1476,1,26538.58,True,False,0
pay_4b7ec15c26b74a,fraud,apparel,868,2,2912.44,True,False,0
pay_1e62fcf875294b,not_received,apparel,1442,0,3789.15,True,False,0
pay_81d699e33d804c,not_received,electronics,1055,0,27358.37,True,False,0
pay_0e791451661546,not_received,digital_services,406,0,1257.23,True,False,0
pay_463db4a1645a42,damaged,apparel,1258,0,2184.87,True,False,0
pay_b480284888d44e,fraud,apparel,1356,0,2066.6,True,False,0
pay_e676e93d0b6c43,damaged,digital_services,139,0,1784.83,True,False,0
pay_86568bdca2064a,damaged,electronics,830,0,24538.74,True,False,0
pay_86f090e2e84e44,fraud,apparel,1228,0,3616.67,True,False,0
pay_e6257624b1c94d,fraud,digital_services,1317,0,2438.39,True,False,0
pay_7adbdacbde6c4c,fraud,apparel,1364,0,1713.1,True,False,0
pay_032173ae2a604e,fraud,apparel,137,0,3103.16,True,False,0
pay_0bc88c4db54a4f,fraud,apparel,1414,1,2062.06,True,False,0
pay_41d1b83e738045,not_received,apparel,845,0,2771.91,True,False,0
pay_1a1f811be1e040,fraud,electronics,681,0,20819.55,True,False,0
pay_bd12fe7935d84b,fraud,digital_services,10,4,2914.68,False,False,0
pay_bd0cc2e00ca74e,damaged,digital_services,1,3,2678.13,False,True,1
pay_4210f2b3c9c641,fraud,digital_services,704,0,2933.4,True,False,0
pay_e3206bd7c84844,damaged,apparel,12,3,3495.62,False,True,1
